Formula,No. of Elements,Discovery Process,Space Group,Point Group,Crystal System,Band Gap,Is Gap Direct?,a,b,c
HgSe,2,bottom-up,P3m1,3m,trigonal,0.0,False,4.403238938654703,4.405430177235504,56.550342
GaN5,2,bottom-up,Pc,m,monoclinic,0.6440999999999999,False,4.939742583512336,12.605431435255353,26.805898
AsO2,2,bottom-up,P2_1/m,2/m,monoclinic,1.8728000000000002,False,2.94185467000001,10.119540402938853,22.77552
HgTe,2,bottom-up,P3m1,3m,trigonal,0.0,False,4.695075677034406,4.694116795061573,56.550342
Tl2S3,2,bottom-up,P1,1,triclinic,0.027700000000000058,False,6.920037129235546,8.130313069697527,36.980999
AgBi3,2,bottom-up,Pccm,mmm,orthorhombic,0.0,False,22.28651675087077,5.535554000213696,21.248852
TiBi2,2,bottom-up,P-3m1,-3m,trigonal,0.0,False,3.353728080000014,3.353729161293125,21.950498
NO2,2,bottom-up,P1,1,triclinic,0.0,False,6.008833371530274,6.2568641025219165,33.045502
GaBr3,2,bottom-up,Pm,m,monoclinic,2.3307000000000007,True,3.8466712782222503,10.56493657942673,23.069126
In2Te3,2,bottom-up,P1,1,triclinic,0.0,False,7.139669267396635,9.622801130618738,37.740918
Sn3Bi4,2,bottom-up,P3m1,3m,trigonal,1.3944,True,27.420652748260725,27.363727035548816,20.011135
As4C3,2,bottom-up,P1,1,triclinic,0.9699,False,11.271411766826509,11.098385462452633,20.011135
Tl2Se3,2,bottom-up,P1,1,triclinic,0.32610000000000006,False,7.73064049847747,7.653235774225187,38.350906
Si3Sb4,2,bottom-up,P1,1,triclinic,0.7029999999999998,False,7.8159218626061975,12.247749770834883,20.003048
GaAs,2,bottom-up,P-1,-1,triclinic,0.03620000000000001,False,27.264711579287702,25.505652695889303,29.713778
VRh3,2,bottom-up,P3m1,3m,trigonal,0.0,False,8.243447886305844,8.24824932865354,24.030268
Re2I7,2,bottom-up,P1,1,triclinic,0.0,False,6.546052250022792,14.7879925699611,31.610298
Tl2S3,2,bottom-up,P1,1,triclinic,0.5862,False,7.557172206342302,7.470346812520821,38.382967
Tc2I7,2,bottom-up,P2_1,2,monoclinic,0.0,False,6.794040269299602,15.296790099554801,31.684094
BaCl2,2,bottom-up,C2,2,monoclinic,4.017,False,4.39703809046676,7.906355963138704,24.448686
GaBi,2,bottom-up,P-1,-1,triclinic,0.9453,False,12.593854365587827,14.018503675323407,31.667778
Pb2O5,2,bottom-up,Pc,m,monoclinic,0.18210000000000015,True,4.139489983165801,7.056328169987703,24.876722
InS,2,bottom-up,P-6m2,-6m2,hexagonal,0.32830000000000004,True,3.93961377,3.939612257784551,24.33071181
AlBr,2,bottom-up,P4/nmm,4/mmm,tetragonal,2.1092000000000004,False,4.42175928,4.42175928,23.96746055
Ga2O3,2,bottom-up,P-3m1,-3m,trigonal,2.4769,False,3.02725539,3.0272555990614642,31.09326576
Be2Bi,2,bottom-up,Pmmn,mmm,orthorhombic,0.0,False,4.17931438,4.10947521,25.69449613
Ca2Sb,2,bottom-up,Pmmn,mmm,orthorhombic,0.0,False,4.72570783,6.07699564,25.67186525
Sr2Sb,2,bottom-up,Pmmn,mmm,orthorhombic,0.0,False,4.89201739,6.43521744,27.29196365
Be2Sb,2,bottom-up,Pmmn,mmm,orthorhombic,0.0,False,4.13232763,3.98371178,23.95955816
GaTe,2,bottom-up,P-6m2,-6m2,hexagonal,0.23180000000000023,True,4.277810690000002,4.277808781036919,27.11801407
B2O3,2,bottom-up,P-3m1,-3m,trigonal,3.4413,False,2.4412555200007575,2.4412554331199416,29.49824745001275
In2O3,2,bottom-up,P-3m1,-3m,trigonal,1.2748,False,3.39234819,3.392348512044188,30.37313689
TlTe,2,bottom-up,P-6m2,-6m2,hexagonal,0.4845999999999999,True,4.730316500000007,4.730314007297365,27.14765144
InTe,2,bottom-up,P-6m2,-6m2,hexagonal,0.2489999999999999,True,4.487389760000004,4.487387595458273,27.83276774
Ba2Sb,2,bottom-up,Pmmn,mmm,orthorhombic,0.0,False,5.02595893,6.8932417,27.94016195
BCl,2,bottom-up,P4/nmm,4/mmm,tetragonal,2.8004,False,5.1907074,5.1907074,15.93336907
Sr2As,2,bottom-up,Pmmn,mmm,orthorhombic,0.0,False,4.54514991,6.11822011,26.44496244
BTe,2,bottom-up,P-6m2,-6m2,hexagonal,0.0,False,3.608526960000001,3.6085258455970033,28.03505325
AlTe,2,bottom-up,P-6m2,-6m2,hexagonal,0.32389999999999985,False,4.14535264,4.145350886520539,28.15382143
Mg2Bi,2,bottom-up,Pmmn,mmm,orthorhombic,0.0,False,4.76789996,4.89284,29.00418048
AlF,2,bottom-up,P4/nmm,4/mmm,tetragonal,1.3502000000000003,False,3.70582612,3.70582612,19.74255854
Ba2As,2,bottom-up,Pmmn,mmm,orthorhombic,0.0,False,4.71433523,6.56455195,27.17204643
Sr2P,2,bottom-up,Pmmn,mmm,orthorhombic,0.0,False,4.44279284,5.9913266,26.07156639
TlSe,2,bottom-up,P-6m2,-6m2,hexagonal,0.5426,True,4.474328290000003,4.474326123481587,24.98246964
TlS,2,bottom-up,P-6m2,-6m2,hexagonal,1.0827,True,4.313125660000002,4.3131237561978795,23.52816777
Mg2P,2,bottom-up,Pmmn,mmm,orthorhombic,0.0,False,4.06501362,4.5566254,25.58714666
Ca2As,2,bottom-up,Pmmn,mmm,orthorhombic,0.0,False,4.30980511,5.72653774,25.41694442
Ca2N,2,bottom-up,Pmmn,mmm,orthorhombic,0.0,False,3.54956791,4.88376776,22.14324119
BSe,2,bottom-up,P-6m2,-6m2,hexagonal,0.0,False,3.279871370000006,3.279870641236871,25.90079202
GaS,2,bottom-up,P-6m2,-6m2,hexagonal,0.8716000000000002,True,3.6775419100000004,3.677540695205887,24.09487668
Mg2N,2,bottom-up,Pmmn,mmm,orthorhombic,0.0,False,3.21875377,4.08752084,20.68273033
Ba2N,2,bottom-up,Pmmn,mmm,orthorhombic,0.0,False,3.89832563,5.8194978,24.71260057
InSe,2,bottom-up,P-6m2,-6m2,hexagonal,0.6435,True,4.16920176,4.169199975928271,25.68577998
Be2P,2,bottom-up,Pmmn,mmm,orthorhombic,0.0,False,3.56274551,3.51168254,21.73472258
AlCl,2,bottom-up,P4/nmm,4/mmm,tetragonal,2.4321,False,4.24966214,4.24966214,22.8616899
AlSe,2,bottom-up,P-6m2,-6m2,hexagonal,0.31169999999999987,False,3.7845692100000003,3.7845678743382085,26.23475921
AlS,2,bottom-up,P-6m2,-6m2,hexagonal,0.1049,False,3.5601025200000014,3.5601014324243385,25.02215022
Al2O3,2,bottom-up,P-3m1,-3m,trigonal,4.621,False,2.89495887,2.8949590419542464,30.5868018
BS,2,bottom-up,P-6m2,-6m2,hexagonal,0.0,False,3.081902050000012,3.0819015670135497,22.85226371
Be2As,2,bottom-up,Pmmn,mmm,orthorhombic,0.0,False,3.6976978,3.63631264,22.82921436
BBr,2,bottom-up,P4/nmm,4/mmm,tetragonal,2.5359000000000003,False,5.12729558,5.12729558,18.01354041
Mg2Sb,2,bottom-up,Pmmn,mmm,orthorhombic,0.0,False,4.58171221,4.81524844,28.40213359
BI,2,bottom-up,P4/nmm,4/mmm,tetragonal,0.40769999999999995,False,4.01956716,4.01956716,21.02988897
Sr2N,2,bottom-up,Pmmn,mmm,orthorhombic,0.0,False,3.77126424,5.3031824,23.61798139
Be2N,2,bottom-up,Pmmn,mmm,orthorhombic,0.0,False,2.677073,3.12135494,18.06472623
BF,2,bottom-up,P4/nmm,4/mmm,tetragonal,3.9397999999999995,False,4.69838272,4.69838272,14.94356944
Ca2P,2,bottom-up,Pmmn,mmm,orthorhombic,0.0,False,4.21555026,5.60507675,24.72694274
Ba2Bi,2,bottom-up,Pmmn,mmm,orthorhombic,0.0,False,5.11311602,6.99581844,27.76886961
Ca2Bi,2,bottom-up,Pmmn,mmm,orthorhombic,0.0,False,4.84342842,6.13067932,26.78308309
Ba2P,2,bottom-up,Pmmn,mmm,orthorhombic,0.0,False,4.60626838,6.46068399,26.80831574
Sr2Bi,2,bottom-up,Pmmn,mmm,orthorhombic,0.0,False,5.11905451,6.18729064,30.46681394
O2,1,top-down,P4/mmm,4/mmm,tetragonal,0.0,False,1.79905792,1.79905792,20.0
C3N,2,top-down,Pmmm,mmm,orthorhombic,0.0,False,2.35392709,4.73662427,20.000678
GaN,2,top-down,P-6m2,-6m2,hexagonal,2.1592,False,3.21119894,3.2114346923208954,20.005301
LiB,2,top-down,Pmma,mmm,orthorhombic,0.0,False,3.08620498,7.25587404,20.0
Ga,1,top-down,Pmma,mmm,orthorhombic,0.0,False,2.67149725,2.66230307,22.343883
Sb2Te3,2,top-down,P-3m1,-3m,trigonal,0.6616,False,4.32458447,4.324584298856046,27.395732
Dy2C,2,top-down,P-3m1,-3m,trigonal,0.0,False,3.49816947,3.498169544892382,22.697412
HgBrN,3,top-down,Pmm2,mm2,orthorhombic,0.0,False,4.01675877,4.46057488,21.278058
LiMg,2,top-down,P-3m1,-3m,trigonal,0.0,False,3.1826587,3.182659275235259,27.651655
Al2Zn2S5,3,top-down,P-3m1,-3m,trigonal,1.0572,False,3.66757208,3.667572623157807,31.890956
VTe2,2,top-down,P-3m1,-3m,trigonal,0.0,False,3.654720918564904,3.65518822000538,23.418116
H3W,2,top-down,P2_1/m,2/m,monoclinic,0.0,False,3.06499495,3.08412039,24.141819
TmTe3,2,top-down,P4/nmm,4/mmm,tetragonal,0.0,False,4.32989211,4.33280929,29.016733
Ti2H2O3,3,top-down,P-3m1,-3m,trigonal,0.0,False,3.10227386,3.1222878790599906,26.496727
TiSe,2,top-down,P4/nmm,4/mmm,tetragonal,0.0,False,4.15178522,4.15178522,22.865869
TbTe3,2,top-down,P4/nmm,4/mmm,tetragonal,0.0,False,4.34993778,4.3500435,29.156461
DySb2,2,top-down,C222,222,orthorhombic,0.0,False,3.34388479,3.4618319163345963,24.915313
SiNiSb,3,top-down,P4/nmm,4/mmm,tetragonal,0.0,False,4.06983429,4.06983429,23.746369
CaCoSi,3,top-down,P4/nmm,4/mmm,tetragonal,0.0,False,3.88196174,3.88196174,24.576647
CaSi3Ir,3,top-down,P4mm,4mm,tetragonal,0.0,False,4.16143023,4.16143023,23.491546
Ca2CoO3,3,top-down,C2/m,2/m,monoclinic,1.1445,False,3.833884013220215,3.8338846490997054,24.235133
Zn2Ga2S5,3,top-down,P3m1,3m,trigonal,0.0,False,3.75070969,3.750709645942079,32.2148
BiS,2,top-down,C2/m,2/m,monoclinic,0.0,False,4.005381681829163,4.005381592575863,23.436881
PbS,2,top-down,P3m1,3m,trigonal,2.2287,False,3.91465099,3.914651389310433,21.598773
SN,2,top-down,P4/nmm,4/mmm,tetragonal,0.0,False,3.64992028,3.64992028,21.297207
Mg2Sn,2,top-down,P6/mmm,6/mmm,hexagonal,0.0,False,4.95584558,5.006459443948511,20.0
CoO2,2,top-down,Pmmm,mmm,orthorhombic,0.0,False,2.6552235,3.34065581,22.400849
PdS2,2,top-down,P2_1/c,2/m,monoclinic,1.2153,False,5.45774424,5.57586458,21.258494
MnHO2,3,top-down,Cm,m,monoclinic,0.17829999999999968,False,2.9512180032892936,3.24195804136757,23.089957
NbS2,2,top-down,P-6m2,-6m2,hexagonal,0.0,False,3.3652599,3.3652598892507557,23.132218
P,1,top-down,Pm,m,monoclinic,1.2469,False,5.618935856064159,6.343139818032526,23.456171
BC2N,3,top-down,Amm2,mm2,orthorhombic,0.8133000000000004,False,4.994619820065248,5.023872670836537,20.541333
YMg2,2,top-down,Pmmn,mmm,orthorhombic,0.0,False,3.48467695,5.30345705,26.659355
Al3Ru2,2,top-down,P4/mmm,4/mmm,tetragonal,0.0,False,3.04791133,3.04791133,25.544133
TbMgNi,3,top-down,Pmma,mmm,orthorhombic,0.0,False,3.69623762,3.83433659,27.134848
TcCl3,2,top-down,C2/m,2/m,monoclinic,0.1998000000000002,False,5.700457708562056,5.700458256410712,23.219115
Zn3(GaS3)2,3,top-down,P3m1,3m,trigonal,0.0,False,3.770287581275664,3.7702877768360956,35.347466
RbMg6BO7,4,top-down,P4mm,4mm,tetragonal,0.0,False,4.03327875,4.03327875,29.093598
Mn(GaS2)2,3,top-down,P3m1,3m,trigonal,0.0,False,3.70486621,3.7048663203352556,29.123631
Al2Zn2S5,3,top-down,P3m1,3m,trigonal,0.0,False,3.69660453,3.6966043251737455,32.167137
CdPb2(ClO)2,4,top-down,C2/m,2/m,monoclinic,3.7001,False,3.85087097,6.436704090007482,23.908292
IrC2,2,top-down,C2/m,2/m,monoclinic,0.03139999999999965,False,2.77732367,3.6518543489995605,24.321311
NaMnSe2,3,top-down,P3m1,3m,trigonal,0.0,False,4.26022941,4.260229873687172,25.090207
NbTe2,2,top-down,C2/m,2/m,monoclinic,0.0,False,3.62791781,9.913254065344418,24.0761
HfTaNO3,4,top-down,Pmm2,mm2,orthorhombic,2.1169,True,3.23076605,3.87456007,24.57292
NbTe2,2,top-down,P-3m1,-3m,trigonal,0.0,False,3.6889992844231254,3.688999500412429,23.682192
SrMg2,2,top-down,Pmma,mmm,orthorhombic,0.0,False,3.56627931,5.78977095,28.553664
HoCoGe2,3,top-down,P4/nmm,4/mmm,tetragonal,0.0,False,4.08502657,4.08480201,26.779224
Ho(CuS)2,3,top-down,P-3m1,-3m,trigonal,0.0,False,3.878394271279974,3.8783944856080885,24.290997
Zn(GaS2)2,3,top-down,P3m1,3m,trigonal,0.0,False,3.72342424,3.723423953426338,29.109028
MgBi2,2,top-down,Pmma,mmm,orthorhombic,0.0,False,3.46243108,5.8317727,27.515123
FeHO2,3,top-down,Pmn2_1,mm2,orthorhombic,1.0621,True,2.63857492,4.00331704,25.853382
Ga,1,top-down,P4/mmm,4/mmm,tetragonal,0.0,False,2.62146998,2.62146998,20.0
P,1,top-down,P-3m1,-3m,trigonal,1.9673000000000003,False,3.2964704100000004,3.2964706776340558,21.137996
CaFeSO,4,top-down,P3m1,3m,trigonal,0.0,False,3.91377969,3.9137788713999,23.679323
PbS,2,top-down,P4/nmm,4/mmm,tetragonal,1.7007,False,4.22005928,4.22521503,22.91151
Co(ClO3)2,3,top-down,C2/m,2/m,monoclinic,0.2801,False,4.8697179,6.072054857216924,22.732705
TiZn(BiO3)2,4,top-down,Cm,m,monoclinic,0.0,False,3.845828409894938,3.8458290151349166,28.528207
CeI3,2,top-down,Pmmn,mmm,orthorhombic,0.03059999999999996,False,4.28847495,10.05459327,24.803877
PdN2,2,top-down,Pmmm,mmm,orthorhombic,0.0,False,2.96212821,5.0254793,20.0
Te2W,2,top-down,P-6m2,-6m2,hexagonal,1.0613,True,3.565227863326529,3.565227603639486,23.646143
LiMg2,2,top-down,P-3m1,-3m,trigonal,0.0,False,3.20069755,3.2006975502663564,32.46212
U2S,2,top-down,P2/c,2/m,monoclinic,0.0,False,6.172989182903312,6.917408175627348,20.206464
TePt,2,top-down,P-3m1,-3m,trigonal,0.0,False,3.97200558,3.972005028988281,23.95034
NbCl2O,3,top-down,Pmm2,mm2,orthorhombic,0.8247000000000004,False,3.92592904,6.73563871,23.913364
MgBi,2,top-down,Pmm2,mm2,orthorhombic,0.0,False,3.42306783,5.45123872,27.11141
Sb,1,top-down,P4/mmm,4/mmm,tetragonal,0.0,False,2.95716675,2.95716675,20.0
Nb2CuS4,3,top-down,P-3m1,-3m,trigonal,0.0,False,3.61128736,3.6112877547987843,29.590741
Ca,1,top-down,Cmmm,mmm,orthorhombic,0.0,False,6.637127731157511,6.637127218989256,20.0
LuPb2,2,top-down,P4/mmm,4/mmm,tetragonal,0.0,False,3.70793617,3.70793617,23.77951
LaTe3,2,top-down,P4mm,4mm,tetragonal,0.0,False,4.26809327,4.2647534,24.44792
NdB4,2,top-down,P4/mmm,4/mmm,tetragonal,0.0,False,4.628189717696557,4.628190170386242,20.017554
SiS2,2,top-down,P2_1/c,2/m,monoclinic,3.2969,False,5.91777858,7.76160652,23.134411
Mg(BrO3)2,3,top-down,C2/m,2/m,monoclinic,4.2246,False,4.937968733237078,4.937968676998567,23.412288
US3,2,top-down,Pmmn,mmm,orthorhombic,0.0,False,3.91053164,5.40021723,25.92539
ZnSnO3,3,top-down,P-31m,-3m,trigonal,2.2972,False,5.455929850000002,5.4559296984710715,23.846364
NpSe3,2,top-down,P2_1/m,2/m,monoclinic,0.0,False,4.05155052,5.69446577,26.309874
PrTe3,2,top-down,P4/nmm,4/mmm,tetragonal,0.0,False,4.40977799,4.41176623,29.512985
Tb(CuS)2,3,top-down,P-3m1,-3m,trigonal,0.0,False,3.8798356258974063,3.8798354020998618,24.186444
NdAl3Cu,3,top-down,P4mm,4mm,tetragonal,0.0,False,4.08808182,4.08808182,23.640089
Mg2Sn,2,top-down,P-3m1,-3m,trigonal,0.0,False,3.25674027,3.2567403390789127,33.038258
LiH2N,3,top-down,P-42_1m,-42m,tetragonal,3.2009,True,3.62139128,3.62139128,23.369072
CaMg2,2,top-down,Pmmn,mmm,orthorhombic,0.0,False,3.41517055,5.51087708,27.283738
PbSe,2,top-down,P4/nmm,4/mmm,tetragonal,1.3248000000000002,True,4.38700546,4.38684937,22.947413
Zn(ReO4)2,3,top-down,P-3,-3,trigonal,4.0205,False,5.79041462,5.7904150399025385,27.049892
Zn2Ga2S5,3,top-down,P3m1,3m,trigonal,0.0,False,3.75169847,3.7516980411044236,32.258493
CrTe4Au,3,top-down,P2/m,2/m,monoclinic,0.0,False,3.8676521,6.54941815,23.273818
Mg6BC,3,top-down,Pmm2,mm2,orthorhombic,0.0,False,4.0233985,8.27112597,22.444003
CoO2,2,top-down,C2/m,2/m,monoclinic,0.0,False,2.8511989646554268,2.8511990897970447,21.95801
CN2,2,top-down,P-42_1m,-42m,tetragonal,4.846,False,3.31096334,3.31096334,21.526957
DyTe3,2,top-down,Pmma,mmm,orthorhombic,0.0,False,4.05448118,4.58017822,30.585538
Zn2Ga2S5,3,top-down,P-6m2,-6m2,hexagonal,0.9367000000000001,False,3.69413264,3.6941326736110747,31.940758
NbS2,2,top-down,P4/mmm,4/mmm,tetragonal,0.0,False,3.06962974,3.06962974,22.960738
CdNCl3,3,top-down,P2_1/m,2/m,monoclinic,1.2258,True,5.50890898,7.16571164,24.30665
ZrSn,2,top-down,Pmmn,mmm,orthorhombic,0.0,False,3.09816338,5.19631268,30.768805
AlN,2,top-down,P-6m2,-6m2,hexagonal,2.893,False,3.1312699300000006,3.131270329614054,20.0
NiHO2,3,top-down,Cm,m,monoclinic,0.0,False,2.89769251,3.004856741060723,23.051091
ErNiGe2,3,top-down,P4/nmm,4/mmm,tetragonal,0.0,False,4.02581462,4.02307616,26.983693
SnO,2,top-down,C2/m,2/m,monoclinic,2.1348000000000003,False,3.5019020158598804,3.5019027727955048,22.789061
B13P2,2,top-down,P-3m1,-3m,trigonal,0.0,False,4.80998889,4.809988529344343,25.085586
ZnMoO4,3,top-down,P2/c,2/m,monoclinic,3.0685,False,4.834960602319694,4.823385267903352,24.373452
RbHfMg6O7,4,top-down,P4mm,4mm,tetragonal,0.0,False,4.21815518,4.21815518,29.059066
PbS,2,top-down,Pmm2,mm2,orthorhombic,0.9398000000000002,False,3.86569705,11.29805081,25.046867
FeO2,2,top-down,Pmmn,mmm,orthorhombic,0.39369999999999994,False,2.85817798,4.08590732,24.402121
LaClO2,3,top-down,P2/m,2/m,monoclinic,3.1343000000000005,False,3.56686295,6.76971937,25.93473
Ge,1,top-down,P-3m1,-3m,trigonal,0.08620000000000028,False,4.03875047,4.039502247142985,20.688228
HgNCl,3,top-down,Pmma,mmm,orthorhombic,0.1706000000000003,True,3.94553671,7.40374972,22.802171
YZnPO,4,top-down,P-3m1,-3m,trigonal,1.5894,True,3.89822173,3.8982217863975044,28.361341
LiBe,2,top-down,P2_1/m,2/m,monoclinic,0.0,False,2.36294075,2.15823736,26.090365
GaTe,2,top-down,P-6m2,-6m2,hexagonal,1.4594999999999998,False,4.12025067,4.12025012674825,25.019273
Mn(InSe2)2,3,top-down,P3m1,3m,trigonal,0.0,False,4.15135457,4.15135515835743,29.80906
BPt2,2,top-down,P-6m2,-6m2,hexagonal,0.0,False,2.8254095407903717,2.8254101345053617,22.780419
Pt(NO3)2,3,top-down,P-3,-3,trigonal,0.0,False,4.6912568700000055,4.691257673059002,22.565685
B,1,top-down,P6/mmm,6/mmm,hexagonal,0.0,False,1.70698769,1.7069868072813519,20.0
Ni(ClO3)2,3,top-down,C2/m,2/m,monoclinic,0.0,False,4.97785571,5.970825247006594,23.098413
MgSb2,2,top-down,P2/m,2/m,monoclinic,0.0,False,3.17756727,8.02593018,24.119601
VTe2,2,top-down,C2/m,2/m,monoclinic,0.0,False,3.62934684,9.753702628940127,23.819785
Cu2WSe4,3,top-down,P-42m,-42m,tetragonal,1.2721,False,5.57153664,5.57153664,22.837891
ReN2,2,top-down,P-6m2,-6m2,hexagonal,0.09430000000000005,False,2.871344871761797,2.8713449655411147,26.361247
LaBiSe2O,4,top-down,P4/nmm,4/mmm,tetragonal,0.8392,True,4.13420835,4.13420835,31.676534
TaAlO4,3,top-down,P2/m,2/m,monoclinic,3.1350000000000002,False,3.90319011,6.22083364,26.123758
SnPS3,3,top-down,P-3,-3,trigonal,1.347,True,6.71105589,6.711055619154406,23.466013
Na2Cl,2,top-down,Pmma,mmm,orthorhombic,0.0,False,3.90517452,7.13573512,23.993148
SrMg2,2,top-down,P-6m2,-6m2,hexagonal,0.0,False,3.80762234,3.807622232216948,25.948554
Co(SiSe2)2,3,top-down,C2/m,2/m,monoclinic,0.0,False,3.55498309,6.886481870981657,22.89603
Mg3C,2,top-down,P4mm,4mm,tetragonal,0.18989999999999996,False,3.74411211,3.74615285,22.353476
ThSe3,2,top-down,P2_1/m,2/m,monoclinic,1.2909999999999997,False,4.23982496,5.79637173,26.581833
LiTl,2,top-down,P-6m2,-6m2,hexagonal,0.06010000000000004,False,5.09756312,5.096999175250335,25.767308
Tl2CuF4,3,top-down,P4/mmm,4/mmm,tetragonal,0.0,False,4.0919535,4.0919535,24.00057
MgCuO2,3,top-down,P-4m2,-42m,tetragonal,0.0,False,3.91374641,3.91374641,20.350559
Se,1,top-down,Pmma,mmm,orthorhombic,0.0,False,2.8342792190668504,4.645104630194481,21.025149
MgSb2,2,top-down,C2/m,2/m,monoclinic,0.0,False,3.28468022,6.4667860706467915,24.723462
ZnGeN2,3,top-down,P2_1/c,2/m,monoclinic,2.0538,False,5.5359888,6.46800354,23.596304
Mg5Ti,2,top-down,Cm,m,monoclinic,0.0,False,3.06206822,5.939565116268017,25.12005
V2CoO6,3,top-down,C2/m,2/m,monoclinic,1.5327000000000002,False,3.66395691,7.6456979473406514,24.947419
Mg2Ti,2,top-down,P-6m2,-6m2,hexagonal,0.0,False,3.02361717,3.023616592943731,25.028891
DyTe3,2,top-down,P4/nmm,4/mmm,tetragonal,0.0,False,4.34756442,4.34764386,29.107358
SbS,2,top-down,P-1,-1,triclinic,0.0,False,3.931361933879901,4.894793569812514,22.849215
MgTi2,2,top-down,Pmma,mmm,orthorhombic,0.0,False,2.90717882,4.6390886,26.931117
BaFeS,3,top-down,P4/nmm,4/mmm,tetragonal,0.0,False,3.80191573,3.80191573,25.649401
B2S2O9,3,top-down,C2,2,monoclinic,7.0669,False,4.20475799,4.426089251254363,27.246086
ZrCd,2,top-down,P4/nmm,4/mmm,tetragonal,0.0,False,3.08273752,3.08273752,27.017986
TmTe3,2,top-down,Pmma,mmm,orthorhombic,0.0,False,4.00456131,4.59581706,30.381957
Pd(NCl)2,3,top-down,P1,1,triclinic,0.4788999999999999,False,3.4127851267923552,4.400106534070322,24.441529
CeMg2,2,top-down,Pmma,mmm,orthorhombic,0.0,False,3.07336875,5.34415453,27.931777
LiH2N,3,top-down,Pc,m,monoclinic,2.9612,True,3.203795204665929,5.3543070609569225,23.352102
LaAl3Cu,3,top-down,P4mm,4mm,tetragonal,0.0,False,4.16571346,4.16571346,23.683203
In2Te3,2,top-down,P-3m1,-3m,trigonal,0.0,False,4.27323898,4.273239165334853,26.980377
MgO2,2,top-down,C2/m,2/m,monoclinic,1.0607999999999995,False,3.05106481,3.421752573897463,21.607113
CrSe2,2,top-down,P-3m1,-3m,trigonal,0.0,False,3.457284,3.4567889094978006,22.911522
ThGe2,2,top-down,P4/mmm,4/mmm,tetragonal,0.0,False,3.99815487,3.99815487,22.685899
MgSn,2,top-down,P3m1,3m,trigonal,0.0,False,3.36278545,3.3627848362144004,32.572719
ScF3,2,top-down,Pmc2_1,mm2,orthorhombic,6.0864,False,4.73899545,5.34426348,22.434124
FeSe,2,top-down,Cmme,mmm,orthorhombic,0.0,False,3.5628007560914154,3.562800970907633,23.66238
Pb,1,top-down,P-3m1,-3m,trigonal,0.0,False,3.52672544,3.526726148531563,22.485215
MgTi,2,top-down,Pmmn,mmm,orthorhombic,0.0,False,2.91522722,4.88047707,29.588443
YMg2,2,top-down,Pmma,mmm,orthorhombic,0.0,False,3.33184708,6.79804061,24.880096
ZrCl3,2,top-down,C2/m,2/m,monoclinic,0.1730999999999998,False,6.081914367261146,6.234153896897329,23.175187
YbCoGe2,3,top-down,P4/nmm,4/mmm,tetragonal,0.0,False,4.14974503,4.15124939,26.88967
W2N3,2,top-down,P-6m2,-6m2,hexagonal,0.0,False,2.92347258,2.92347297703175,25.178968
MoS2,2,top-down,P-6m2,-6m2,hexagonal,1.6533000000000002,True,3.19622328,3.1962226680255728,23.12983
Al2FeS4,3,top-down,P3m1,3m,trigonal,0.0,False,3.57749081,3.577491435723292,29.02009
ZrSiO4,3,top-down,P2/c,2/m,monoclinic,3.9934,False,4.4662428475788305,4.874515125636427,24.370492
Te,1,top-down,Pmma,mmm,orthorhombic,0.0,False,3.1640012506531328,5.398946807906801,21.823423
Al2ZnS4,3,top-down,P3m1,3m,trigonal,0.0,False,3.69261659,3.6926161515637204,28.997147
Bi2O3,2,top-down,P3m1,3m,trigonal,2.9846,False,7.99661506,7.996615435642658,23.147136
C3N,2,top-down,Pmma,mmm,orthorhombic,0.0,False,3.35890224,6.79762601,20.014903
Na2HfN2,3,top-down,P-3m1,-3m,trigonal,0.0,False,3.31891755,3.3189175203362384,25.237329
H2C2S,3,top-down,P-3m1,-3m,trigonal,0.20409999999999995,False,2.84266351,2.8426634346923443,24.098936
CdO2,2,top-down,P-3m1,-3m,trigonal,0.04490000000000016,False,3.44036002,3.4403599979299146,22.026078
SmGe2,2,top-down,P4/mmm,4/mmm,tetragonal,0.0,False,3.98347661,3.98347661,22.591997
HfCd,2,top-down,P4/nmm,4/mmm,tetragonal,0.0,False,3.09778579,3.09778579,26.60755
Tl2GeSe3,3,top-down,P-1,-1,triclinic,1.5326000000000002,False,6.84212923316792,8.767821596016951,24.38927
YbCuPbSe3,4,top-down,Pmma,mmm,orthorhombic,0.0,False,3.83803819,10.63845898,26.728554
TeO2,2,top-down,P4/nmm,4/mmm,tetragonal,1.5653,True,3.35975325,3.36133482,24.161191
LiMnTe2,3,top-down,P3m1,3m,trigonal,0.0,False,4.49701018,4.497010035410797,25.140956
MgSb3,2,top-down,Pmm2,mm2,orthorhombic,0.0,False,3.24475342,5.87634999,24.796553
GeP,2,top-down,C2/m,2/m,monoclinic,1.7551,False,3.6564295,10.882160359527173,24.939546
TbGe2,2,top-down,P4/mmm,4/mmm,tetragonal,0.0,False,3.85589495,3.85589495,22.621078
NaLi2As,3,top-down,Pmmm,mmm,orthorhombic,0.0,False,3.3025312,4.91320181,24.871778
Mn(SbS2)2,3,top-down,C2/m,2/m,monoclinic,0.9429000000000001,False,3.81128489,6.536090936557284,24.73229
CeMg2,2,top-down,C2/m,2/m,monoclinic,0.0,False,3.14575862,5.862489139486968,26.048837
MgTi,2,top-down,Pmmn,mmm,orthorhombic,0.0,False,4.7864586,5.95849692,28.767164
