Formula,No. of Elements,Discovery Process,Space Group,Point Group,Crystal System,Band Gap,Is Gap Direct?,a,b,c
Ba5Co,2,bottom-up,Pmc2_1,mm2,orthorhombic,0.0,False,7.51607324,8.09246629,25.78836
AsCl3,2,bottom-up,P2_1/c,2/m,monoclinic,3.7493,False,7.972010842242433,9.49641704,24.5388049264241
Tb2Ge,2,bottom-up,P-3m1,-3m,trigonal,0.0,False,3.96529523,3.9652951880206326,22.71677
HfSn2,2,bottom-up,Pmmn,mmm,orthorhombic,0.0,False,4.144291,4.03533551,25.781726
CaF2,2,bottom-up,P-3m1,-3m,trigonal,7.162599999999999,False,3.59315222,3.593153198249041,23.016286
Te3N2,2,bottom-up,P2_1/m,2/m,monoclinic,0.0,False,3.390813,9.271683998683413,24.978710530891462
ReO2,2,bottom-up,P2_1/m,2/m,monoclinic,0.0,False,2.7948074494816275,5.040478778665773,21.944934429221586
Te3P2,2,bottom-up,P-3m1,-3m,trigonal,0.32800000000000007,False,3.93918458,3.939185456590222,27.040305
CeS3,2,bottom-up,P4/nmm,4/mmm,tetragonal,0.0,False,3.83618433,3.83586001,29.125354
NbS2,2,bottom-up,C2/m,2/m,monoclinic,0.0,False,10.20698327,10.212298363555293,24.47601799193184
I3N,2,bottom-up,C2/m,2/m,monoclinic,1.0524000000000002,True,6.258000089377805,6.257999917601914,24.7634704844869
TaSe2,2,bottom-up,P-1,-1,triclinic,0.0,False,3.517496792418438,9.314992221086285,24.237622097877612
SnP,2,bottom-up,P-1,-1,triclinic,1.4322,False,3.936510939186883,11.891481799280568,25.221047287141708
OsI2,2,bottom-up,P-3m1,-3m,trigonal,1.2658,True,4.033419,4.033418474511416,22.810979
BiCl3,2,bottom-up,P-31m,-3m,trigonal,3.4188,False,6.950739,6.950739640512296,23.442852
Y5Br8,2,bottom-up,P2/m,2/m,monoclinic,0.0,False,3.91223632,14.904860652340558,25.19357045484105
CaBr2,2,bottom-up,P-4m2,-42m,tetragonal,4.8495,False,4.56152534,4.56152534,22.656191
CuCl,2,bottom-up,Cmme,mmm,orthorhombic,2.6015,True,3.8426120131718995,3.8426109744840162,23.904224
AgF,2,bottom-up,Cmme,mmm,orthorhombic,1.5244,True,4.361853151998479,4.3618534944247225,24.122461
Sb2O3,2,bottom-up,P2_1,2,monoclinic,3.0832,False,4.10054771,8.889148979660145,22.24461125573358
USe3,2,bottom-up,P4/nmm,4/mmm,tetragonal,0.0,False,4.048383,4.043797,28.821085
Se3N2,2,bottom-up,Pmn2_1,mm2,orthorhombic,1.4083999999999999,True,4.211038672054766,9.748654831260367,22.708289
Nb2Se3,2,bottom-up,C2/m,2/m,monoclinic,0.3641000000000001,False,3.3717362895113845,10.242821501858998,24.97346410608166
SnAs2,2,bottom-up,Pmc2_1,mm2,orthorhombic,0.7724000000000002,False,3.950269,10.904777,25.607718
HfCl2,2,bottom-up,P-3m1,-3m,trigonal,0.0,False,3.25101814,3.251017934402077,23.19661
TaTe3,2,bottom-up,P2_1/m,2/m,monoclinic,0.0,False,3.74284,17.32064098143028,28.437505318996077
P2Se3,2,bottom-up,P2_1/m,2/m,monoclinic,0.24029999999999996,False,3.6188228,9.556943081043242,24.89365852737162
SiP,2,bottom-up,P-1,-1,triclinic,1.8590999999999998,False,3.5438615289033186,10.462069547351469,25.224018542541145
Sn2O3,2,bottom-up,P2_1/c,2/m,monoclinic,2.8563,False,5.28031227,7.456757449276414,25.595081003994174
PtI2,2,bottom-up,P-3m1,-3m,trigonal,0.0,False,4.09764,4.097640575419104,22.803068
SiS,2,bottom-up,Pmn2_1,mm2,orthorhombic,1.3643,False,3.38016977,4.68619501,22.785332
SnS,2,bottom-up,P3m1,3m,trigonal,2.3126999999999995,False,3.743562,3.743562179577227,21.478674
TePd,2,bottom-up,P4/nmm,4/mmm,tetragonal,0.0,False,4.169232,4.169232,22.999467
AgSe,2,bottom-up,Pmmn,mmm,orthorhombic,0.0,False,2.87975761,4.39670166,23.889425
OsF2,2,bottom-up,P-3m1,-3m,trigonal,0.8646000000000003,False,3.380139,3.3801385401425486,22.810979
HPb,2,bottom-up,P-3m1,-3m,trigonal,0.00010000000000021103,True,5.006072,5.006074643262224,23.722044
Sb2Pd,2,bottom-up,P-3m1,-3m,trigonal,0.0,False,7.53942228,7.53942265899275,22.860006
WI2,2,bottom-up,P-3m1,-3m,trigonal,0.0,False,4.02307043,4.025887080224535,23.155063183463138
Tb2Si,2,bottom-up,P-3m1,-3m,trigonal,0.0,False,3.934961,3.9349614524324124,22.71677
HgBr2,2,bottom-up,C2,2,monoclinic,2.0861,True,4.08746036163337,4.084158074265123,22.747234386782782
AlS,2,bottom-up,P-6m2,-6m2,hexagonal,2.0336,False,3.5853854,3.585385590454002,25.019273
CaCl2,2,bottom-up,P-3m1,-3m,trigonal,5.7299999999999995,False,4.071417,4.071416772473803,23.016286
GaCl,2,bottom-up,P4mm,4mm,tetragonal,1.7292999999999998,False,3.89805383,3.89805383,22.485034
Sc2Br5,2,bottom-up,P2_1/m,2/m,monoclinic,0.22089999999999987,False,3.6975244,15.001387119857286,26.524797025803657
PBr3,2,bottom-up,Pmn2_1,mm2,orthorhombic,2.9854000000000003,False,6.292568,9.866686,25.699409
CrCl4,2,bottom-up,P2/m,2/m,monoclinic,0.0,False,5.447606309996479,6.543905822485647,22.856175281966056
Si4Rh,2,bottom-up,P4/nbm,4/mmm,tetragonal,0.0,False,5.89048465,5.89048465,22.924308
As2Pb,2,bottom-up,Pmc2_1,mm2,orthorhombic,0.3868999999999998,False,4.02872454,11.07257627,25.607718
ZrF2,2,bottom-up,P-3m1,-3m,trigonal,0.0,False,3.00003655,3.0000369902049897,22.995423
BSe,2,bottom-up,P-6m2,-6m2,hexagonal,2.5766,False,3.25377768,3.2537778117901413,25.019273
BN5,2,bottom-up,Pmc2_1,mm2,orthorhombic,0.0,False,4.26323567,7.01687259,26.806861
Tb5I8,2,bottom-up,P2/m,2/m,monoclinic,0.0,False,4.11874996,14.718538216541027,26.18214038978607
NiBr2,2,bottom-up,P2_1/c,2/m,monoclinic,0.7127000000000003,False,6.217786431497716,7.46223913,26.02326193623725
NiSe,2,bottom-up,P3m1,3m,trigonal,0.0,False,3.532443,3.532442924876352,21.231711
IrI3,2,bottom-up,C2/m,2/m,monoclinic,1.5625999999999998,False,6.870156024150515,6.870157307069332,22.8577069820842
La2Si,2,bottom-up,P-3m1,-3m,trigonal,0.0,False,4.10538544,4.105385563161281,22.695846
ReS,2,bottom-up,P4/nmm,4/mmm,tetragonal,0.0,False,3.80080402,3.80080402,23.119205
Tc2Cl5,2,bottom-up,P2/c,2/m,monoclinic,0.0,False,5.867644,6.370326874126632,26.832300370258253
PPb,2,bottom-up,P-1,-1,triclinic,0.5924,True,4.086004048243696,12.364836664902716,25.21894125992095
As2O5,2,bottom-up,Pmn2_1,mm2,orthorhombic,1.5655000000000001,True,5.524127,5.646695,25.384814
SiSe2,2,bottom-up,P-3m1,-3m,trigonal,0.4110999999999998,False,3.517821,3.517821311213661,22.60873
SnBr2,2,bottom-up,P-3m1,-3m,trigonal,2.2536,False,4.304962,4.304963338592444,23.73272
OsSe,2,bottom-up,P4/nmm,4/mmm,tetragonal,0.0,False,3.97907913,3.97907913,20.327869
AgF,2,bottom-up,P-3m1,-3m,trigonal,0.9297999999999997,True,3.962024,3.962023623795421,23.814717
Ta2Te3,2,bottom-up,P2_1/m,2/m,monoclinic,0.0,False,3.57840453,10.339212023806592,23.996911878589536
Si2O3,2,bottom-up,P2_1/c,2/m,monoclinic,1.4229999999999998,False,4.538101,6.569217770796308,25.59073788552526
HfAg,2,bottom-up,P4/nmm,4/mmm,tetragonal,0.0,False,3.086093,3.086093,24.42588
GeN2,2,bottom-up,Pmc2_1,mm2,orthorhombic,0.0,False,2.91191906,9.0567354,25.607718
YbCl2,2,bottom-up,P-3m1,-3m,trigonal,6.1298,False,4.009258,4.009258624988042,23.554212
B2Te,2,bottom-up,P-3m1,-3m,trigonal,0.0,False,11.065782380000002,11.065781830368957,23.56451
SeF,2,bottom-up,P-1,-1,triclinic,1.9284999999999997,False,6.238462620264308,7.148159941072852,25.151299471098532
ReTe2,2,bottom-up,P-1,-1,triclinic,0.9478,False,7.097620723014874,7.236269004059724,23.4531504188203
NdF3,2,bottom-up,Pmmn,mmm,orthorhombic,6.981299999999999,True,3.60923966,7.20321971,24.388929
In2Ru,2,bottom-up,P4/mmm,4/mmm,tetragonal,0.0,False,3.1901461,3.1901461,22.696945
Ga2O3,2,bottom-up,Pc,m,monoclinic,2.0456000000000003,False,3.1314421606754927,5.444351922116461,25.735537
Ge3Cl8,2,bottom-up,P1,1,triclinic,2.1365,False,6.060387683862823,6.945961293654787,33.61900166211161
SrF2,2,bottom-up,P-3m1,-3m,trigonal,6.6551,False,3.88530005,3.8852996154819825,23.529845
InBr,2,bottom-up,Pbcm,mmm,orthorhombic,2.535,False,6.433954,6.47484,23.094001
SbC,2,bottom-up,P-1,-1,triclinic,0.4899000000000001,False,3.424611809420111,9.725604314576463,25.21703068658275
BBr,2,bottom-up,Aem2,mm2,orthorhombic,2.5968999999999998,False,7.36455079,7.40209296,23.140016
SnAs,2,bottom-up,C2/m,2/m,monoclinic,1.3468,False,4.070951,12.200369876897707,24.75234263228271
HfBr2,2,bottom-up,P-3m1,-3m,trigonal,0.0,False,3.40726919,3.4072691216196924,22.995423
SiSb2,2,bottom-up,Pmc2_1,mm2,orthorhombic,0.9657,False,4.088303,11.228708,26.149775
PbN,2,bottom-up,P-1,-1,triclinic,0.0,False,3.583291897325923,9.154700580531264,25.463176108231092
Sb9F2,2,bottom-up,P2_1/m,2/m,monoclinic,0.0,False,4.24464483,12.660607083191907,34.93670443948967
BI3,2,bottom-up,C2/m,2/m,monoclinic,1.9836999999999998,False,5.726368530191083,9.061365930868387,23.447789487823915
SbO2,2,bottom-up,Pmmn,mmm,orthorhombic,1.4876999999999998,False,6.58758574,3.08974435,25.995831
HfCl2,2,bottom-up,P2_1/m,2/m,monoclinic,0.8624,False,3.254112,6.098247018499743,24.4112815362229
IrSe2,2,bottom-up,P-3m1,-3m,trigonal,0.0,False,3.687324,3.687325144336745,22.656793
Ga2Se5,2,bottom-up,C2/m,2/m,monoclinic,1.6559,False,3.81676206,7.762988120027384,24.09930472413704
SbCl4,2,bottom-up,Pm,m,monoclinic,0.2511000000000001,False,5.96405339874946,7.330050316670715,22.477023689227106
InS,2,bottom-up,P-6m2,-6m2,hexagonal,1.7508,False,3.901461,3.9014609573923713,25.019273
CrO3,2,bottom-up,Pc,m,monoclinic,0.9350000000000005,False,4.808075,4.791028504208361,22.353677908270218
BCl3,2,bottom-up,Pmc2_1,mm2,orthorhombic,4.532500000000001,False,7.018588,5.82374527,22.61305
YBr2,2,bottom-up,P4/mmm,4/mmm,tetragonal,0.0,False,3.535692,3.535692,23.801584
SiO,2,bottom-up,P4/nmm,4/mmm,tetragonal,1.9448,False,3.39963368,3.39963368,22.379159
SiS2,2,bottom-up,P-3m1,-3m,trigonal,1.3354999999999997,False,3.30842529,3.30842598119695,23.192892
GaCl,2,bottom-up,Pbcm,mmm,orthorhombic,3.1281,False,5.905698,5.9580354,23.094001
TlTe,2,bottom-up,C2/m,2/m,monoclinic,0.8456000000000001,False,4.484531285487926,6.268355525689812,23.39917607455519
Y2Cl5,2,bottom-up,P2_1/m,2/m,monoclinic,0.4563999999999999,False,3.79271663,14.434754117496459,26.540869689638168
SrBr2,2,bottom-up,P-3m1,-3m,trigonal,5.0827,False,4.544614,4.544613848970009,23.529845
HfF3,2,bottom-up,P-1,-1,triclinic,0.8523999999999998,False,5.26340465662721,5.930713081991152,23.036398361122536
SeBr,2,bottom-up,C2/m,2/m,monoclinic,1.3646999999999996,False,3.731223443402528,8.709965772820436,25.874360780644473
ZrF3,2,bottom-up,P-1,-1,triclinic,0.5552000000000001,True,5.448347431507132,5.922343090249645,23.02764960551826
TiCl2,2,bottom-up,P2_1/m,2/m,monoclinic,0.3214999999999999,False,3.23797072,5.863742253083666,24.417029058210673
YBr3,2,bottom-up,Pmmn,mmm,orthorhombic,2.8143000000000002,False,3.92178637,9.09482866,24.85506
TlP,2,bottom-up,P4/nmm,4/mmm,tetragonal,0.0,False,4.77548131,4.77548131,23.942319
Al2Te,2,bottom-up,P-3,-3,trigonal,0.5597000000000001,True,12.020116840000004,12.020116681428837,23.56451
GeBr4,2,bottom-up,P4/mmm,4/mmm,tetragonal,0.0,False,5.28024605,5.28024605,23.993582
HgF2,2,bottom-up,C2/m,2/m,monoclinic,1.9867999999999997,True,3.629288191104743,3.626193313972409,22.739074284119123
GaI3,2,bottom-up,C2/m,2/m,monoclinic,1.2813999999999997,False,7.035784736338655,7.032247910382568,23.222653351415488
EuP2,2,bottom-up,Pm,m,monoclinic,0.0,False,3.54304773,4.823522069265719,23.17276892652544
AuF,2,bottom-up,P-3m1,-3m,trigonal,0.0,False,3.201144,3.2011453442257194,23.814717
In2Se5,2,bottom-up,C2/m,2/m,monoclinic,1.3243,False,3.98416661,8.195729428610235,24.129369851510756
NbS2,2,bottom-up,C2/m,2/m,monoclinic,0.0,False,3.3942759905513324,9.008390892961915,22.401165517669334
Br3N,2,bottom-up,P-31m,-3m,trigonal,1.1803000000000003,False,5.98070273,5.98070286895404,23.649843
WI3,2,bottom-up,P-31m,-3m,trigonal,0.7545,True,7.08894559,7.0889471553217405,22.87158
PrS3,2,bottom-up,P4/nmm,4/mmm,tetragonal,0.0,False,3.81611602,3.81588204,29.512958
S3N2,2,bottom-up,P-3m1,-3m,trigonal,0.0,False,2.69345677,2.693456491982738,29.271288
PCl4,2,bottom-up,P1,1,triclinic,2.14,False,6.589877183903569,7.568106092039828,23.449188920645202
HfS5,2,bottom-up,Pmmn,mmm,orthorhombic,0.1875,True,3.50794054,11.6604946,25.378499
Si3Cl8,2,bottom-up,P1,1,triclinic,1.1319,False,6.925709003113979,10.440638956576848,33.12248722916779
WCl2,2,bottom-up,R-3m,2/m,trigonal,0.0,False,3.104916,5.386863048978412,21.21585875661254
SiS,2,bottom-up,Pmmn,mmm,orthorhombic,1.3662999999999998,False,3.30336579,5.50051585,21.993132
BTe,2,bottom-up,P-6m2,-6m2,hexagonal,1.475,False,3.56878971,3.5687900704085136,24.817356
BaCl2,2,bottom-up,P-3m1,-3m,trigonal,5.7191,False,4.764687,4.764686764651901,23.529845
CBr4,2,bottom-up,P4/mmm,4/mmm,tetragonal,0.0,False,4.83276061,4.83276061,23.993582
SnN3,2,bottom-up,P-3m1,-3m,trigonal,1.4503000000000001,False,5.40937823,5.409378378503364,21.405434
NbI2,2,bottom-up,P-3m1,-3m,trigonal,0.0,False,3.69966882,3.6996698364030265,22.903114
PBr3,2,bottom-up,P-31m,-3m,trigonal,2.1968999999999994,False,6.4721485,6.472147723399962,23.649843
TiF2,2,bottom-up,P-6m2,-6m2,hexagonal,1.3521,False,2.84854534,2.8485456705863412,23.440981
B4S3,2,bottom-up,Pmn2_1,mm2,orthorhombic,0.20489999999999986,False,3.022708,8.309929,20.070461
YCl2,2,bottom-up,P4/mmm,4/mmm,tetragonal,0.0,False,3.37928658,3.37928658,23.801584
BeGe2,2,bottom-up,P-3m1,-3m,trigonal,0.0,False,2.8243277200000003,2.824328456036322,24.664279
PdSe2,2,bottom-up,P-3m1,-3m,trigonal,0.5543,False,3.71052443,3.7105235461089374,22.725334
P2O3,2,bottom-up,Pc,m,monoclinic,3.7293000000000003,True,4.502070845313076,4.950133366400747,23.935017
US5,2,bottom-up,P2_1,2,monoclinic,0.007399999999999629,False,3.857700908438904,8.64581329,29.452600198551572
Te5As2,2,bottom-up,P2_1/c,2/m,monoclinic,0.45780000000000004,False,9.43990459,7.251722713075946,32.115315811360134
Al2Se5,2,bottom-up,P1,1,triclinic,1.5937999999999999,False,3.8194829865784223,7.635484212716236,24.090906269464735
SrAu,2,bottom-up,P6/mmm,6/mmm,hexagonal,0.0,False,4.78134083,4.781340712377708,24.159589
MnBr3,2,bottom-up,P-3m1,-3m,trigonal,0.49289999999999967,True,12.18654172,12.186541448242176,26.856058
SnTe,2,bottom-up,Aem2,mm2,orthorhombic,1.1394000000000002,False,4.568065871720945,4.568065736902851,22.84119106063064
As4Cl,2,bottom-up,P2/m,2/m,monoclinic,0.0,False,3.71940881,11.243452279299843,33.72047734713451
Sb2S3,2,bottom-up,P2_1/m,2/m,monoclinic,1.0013999999999998,False,3.88836191,9.7659461080912,26.23378498074335
Bi2Se5,2,bottom-up,P2_1/c,2/m,monoclinic,0.40480000000000005,True,9.13427563,7.117912145196715,32.110272505292464
As2C,2,bottom-up,Pmc2_1,mm2,orthorhombic,1.1373999999999997,False,3.29761055,9.28056873,25.607718
MoCl4,2,bottom-up,P-1,-1,triclinic,0.0,False,5.840736077882623,6.693145552807798,23.22358085121331
PF3,2,bottom-up,Fmmm,mmm,orthorhombic,0.8510999999999997,True,4.851284139088086,4.8512838010826576,23.398654659626832
PtCl2,2,bottom-up,P2_1/c,2/m,monoclinic,1.8219000000000003,False,6.27059166419207,7.68071339,26.182574262851382
WI2,2,bottom-up,P4/mbm,4/mmm,tetragonal,1.7258999999999998,True,12.65728084,12.66451457,28.499749
ZrF3,2,bottom-up,C2/m,2/m,monoclinic,0.5493999999999999,True,5.4471277322502765,5.447127537222351,22.911425353161736
MoS3,2,bottom-up,P2_1/c,2/m,monoclinic,0.005399999999999849,True,9.716588420876837,9.92151909228681,24.476045854498807
S3N2,2,bottom-up,Pmn2_1,mm2,orthorhombic,2.2382999999999997,False,4.043125175313852,8.928895002879695,23.079365
Tb5Cl8,2,bottom-up,P2/m,2/m,monoclinic,0.0,False,3.80631192,13.280194216731989,26.18179723444392
SiO,2,bottom-up,Pbcm,mmm,orthorhombic,1.6616,True,5.71182913,4.8945488,22.719659
In2Fe,2,bottom-up,P4/mmm,4/mmm,tetragonal,0.0,False,3.14355545,3.14355545,24.879994
AsF3,2,bottom-up,C2/m,2/m,monoclinic,3.0876,True,5.239329146781955,5.239329112788875,23.585391426630782
TePb,2,bottom-up,Pmmn,mmm,orthorhombic,1.6009999999999998,False,4.28611299,6.62935301,21.993132
ZnF2,2,bottom-up,P-4m2,-42m,tetragonal,4.571300000000001,False,3.348472849699787,3.345449686925038,22.750577166437967
In2Os,2,bottom-up,P4/mmm,4/mmm,tetragonal,0.0,False,2.96263114,2.96263114,28.065183
P2Se3,2,bottom-up,P2_1/m,2/m,monoclinic,0.2843,False,3.61332054,9.44377116969607,26.23393870938654
VCl5,2,bottom-up,P1,1,triclinic,1.0631,False,5.752393055291181,10.069913132417946,24.745988522948792
BiC,2,bottom-up,P-1,-1,triclinic,0.0,False,3.6064535776982596,10.129324101921988,24.950948315290127
As9Cl2,2,bottom-up,P2_1/m,2/m,monoclinic,0.0,False,3.725896,11.27808292373509,34.94826922055195
GaI,2,bottom-up,P4mm,4mm,tetragonal,2.0287,True,4.57154411,4.57154411,22.485034
C3Cl8,2,bottom-up,P1,1,triclinic,0.38519999999999976,True,6.686280192744767,5.833935868348057,32.9862031984796
P2Se3,2,bottom-up,P-3m1,-3m,trigonal,0.4243999999999999,False,3.65958031,3.659580424998517,23.614123
GaSb,2,bottom-up,P4/nmm,4/mmm,tetragonal,0.0,False,4.26209636,4.26209636,23.942319
NO2,2,bottom-up,Pmn2_1,mm2,orthorhombic,1.2330000000000005,False,5.17320212,4.8089382,25.995831
YF3,2,bottom-up,P-31m,-3m,trigonal,7.6204,True,6.161698680000001,6.161698928254294,22.872045
Ga2Os,2,bottom-up,P4/mmm,4/mmm,tetragonal,0.0,False,3.09080071,3.09080071,23.335725
NiSe2,2,bottom-up,P-3m1,-3m,trigonal,0.09630000000000027,False,3.53188522,3.5318856139587353,22.456841
Sb2Te3,2,bottom-up,Pc,m,monoclinic,0.8101999999999998,False,4.5475208038397605,13.9363575837221,23.079365
VCl5,2,bottom-up,P-1,-1,triclinic,0.9813999999999998,False,5.945961271357438,6.438851558544493,31.50928467681268
ReCl2,2,bottom-up,P-3m1,-3m,trigonal,0.0,False,3.46956402,3.46956377632084,23.003991
TaS2,2,bottom-up,C2/m,2/m,monoclinic,0.0,False,3.3886526779282744,8.98570654077054,24.236642734045528
GeSb,2,bottom-up,P-1,-1,triclinic,1.2089999999999999,True,4.115909773081738,11.964563044538869,24.958725922773112
Bi2Se3,2,bottom-up,Pc,m,monoclinic,0.8679000000000001,False,4.173210977595928,13.826208303351796,22.708289
Y7Br10,2,bottom-up,P-1,-1,triclinic,0.0,False,3.9108917740871756,17.441991575040635,26.841295444189875
Y2Ge,2,bottom-up,P-3m1,-3m,trigonal,0.0,False,4.01413319,4.0141326757302975,22.46647
InSe,2,bottom-up,P-1,-1,triclinic,1.4968,False,4.046508767523916,12.38035284643926,25.597599984664132
AgBr,2,bottom-up,P-3m1,-3m,trigonal,1.8663999999999996,True,4.31690733,4.316907632523027,23.814717
Br4N,2,bottom-up,P1,1,triclinic,0.0,False,5.589879744947182,5.159550372266275,22.704169895060684
LaCl3,2,bottom-up,C2/m,2/m,monoclinic,4.069700000000001,False,7.381543758776029,7.381541992453727,23.329904492910725
GeSb,2,bottom-up,C2/m,2/m,monoclinic,1.3570000000000002,False,4.12260133,11.925996232010828,24.98289642638982
TmBe5,2,bottom-up,Cm,m,monoclinic,0.0,False,2.5227299807515338,4.2611670158995425,26.030731390558543
PO2,2,bottom-up,Pmc2_1,mm2,orthorhombic,2.7643999999999997,False,2.56383528,9.074938596999795,30.97251778161969
BeBr2,2,bottom-up,P-4m2,-42m,tetragonal,4.1914,False,3.547994,3.547994,22.656191
SF,2,bottom-up,P-1,-1,triclinic,3.3777000000000004,False,4.051477317264374,8.05529990520516,25.85103705401079
AsCl3,2,bottom-up,Pmn2_1,mm2,orthorhombic,3.7066000000000003,False,5.86438174,6.99179008,23.123083
Br3N,2,bottom-up,P2_1/c,2/m,monoclinic,1.2153999999999998,True,7.909277187351514,9.58290903,24.935006989822877
TbF3,2,bottom-up,Pmmn,mmm,orthorhombic,7.2713,True,3.43389599,6.94909968,23.980671
VSe3,2,bottom-up,P2_1/m,2/m,monoclinic,0.0,False,3.355956,15.434103125438165,27.854259182417017
Sb2O3,2,bottom-up,Pm,m,monoclinic,2.1620999999999997,False,3.49722409,5.139467985648706,22.005671241292152
Nb2S3,2,bottom-up,C2/m,2/m,monoclinic,0.06089999999999973,True,3.2600742108830514,9.955419637275375,24.975577899701623
TlS,2,bottom-up,P-1,-1,triclinic,1.1428000000000003,False,4.0502073237274105,6.063495801456196,23.407106935803938
PdS,2,bottom-up,P3m1,3m,trigonal,0.0,False,3.62156211,3.621561334252211,21.231711
SmS3,2,bottom-up,P4/nmm,4/mmm,tetragonal,0.0,False,3.756526,3.756526,29.325055
NCl3,2,bottom-up,P2_1/c,2/m,monoclinic,1.9912999999999998,False,7.473095914766117,9.26425769,24.569838068023312
RhPb3,2,bottom-up,P4/mbm,4/mmm,tetragonal,0.0,False,6.59454668,6.59454668,25.635832
As2Pt,2,bottom-up,P4/mmm,4/mmm,tetragonal,0.0,False,3.01679873,3.01679873,23.530469
SiBi2,2,bottom-up,Pmc2_1,mm2,orthorhombic,0.7862,False,4.26823155,11.58052694,26.149775
AlBr,2,bottom-up,P4mm,4mm,tetragonal,0.7581999999999995,False,3.94183976,3.94183976,22.485034
NdCl3,2,bottom-up,Pmmn,mmm,orthorhombic,3.7226999999999997,True,3.96713002,8.65605207,24.388929
S4O9,2,bottom-up,P-3,-3,trigonal,3.0287,True,9.01397879,9.013978545214577,22.777828
Bi2S3,2,bottom-up,Pmn2_1,mm2,orthorhombic,1.3075,False,4.056508490259795,12.955383517436976,23.079365
P2Se5,2,bottom-up,P2_1/c,2/m,monoclinic,0.06420000000000003,False,7.57917431,7.312126763283073,32.150075000235354
NiF2,2,bottom-up,P2_1/c,2/m,monoclinic,4.3049,False,5.514829611451616,5.37548841,26.1498716120619
PbSe,2,bottom-up,P3m1,3m,trigonal,1.9634999999999998,False,4.04868129,4.04868119061917,21.478674
TcF2,2,bottom-up,P-3m1,-3m,trigonal,0.0,False,2.85086899,2.850869344320554,22.766075
IrBr2,2,bottom-up,P-3m1,-3m,trigonal,0.0,False,3.81892211,3.8189221303120715,23.069546
HfSe5,2,bottom-up,Pmmn,mmm,orthorhombic,0.20489999999999986,True,3.714358,12.459523,25.378499
In2S5,2,bottom-up,C2/m,2/m,monoclinic,1.2792999999999997,True,3.760683,7.764536326922877,24.139638785705223
TlSe,2,bottom-up,P-1,-1,triclinic,0.8212000000000002,False,4.166628660569357,12.717109440718124,25.594192113254465
Cl2O5,2,bottom-up,P2_1,2,monoclinic,2.0688000000000004,True,5.092291,11.098088601822568,23.19086055049213
GaAs3,2,bottom-up,P-3m1,-3m,trigonal,0.6038999999999999,True,7.66936447,7.669364533987697,21.198253
ScI2,2,bottom-up,P-6m2,-6m2,hexagonal,0.08919999999999995,False,3.957697,3.9576979926328386,23.825805
TiCl2,2,bottom-up,P2_1/m,2/m,monoclinic,0.3214999999999999,False,3.23825824,5.865683581506572,24.405527416906835
Ta2S3,2,bottom-up,P2_1/m,2/m,monoclinic,0.0,False,3.32631507,9.539422217578545,23.998847782162258
SrBr2,2,bottom-up,P-4m2,-42m,tetragonal,4.6674,True,4.93242922,4.93242922,22.656191
